MACAddress,phoneDN,modelNumber,versionID,hardwareRevision,serialNumber,DHCPEnabled,DHCPServer,IPAddress,SubNetMask,DefaultRouter,DNSServer1,DNSServer2,DNSServer3,DomainName,AltTFTP,TFTPServer1TFTPServer2,CallManager1,CallManager2,CallManager3,CallManager4,CallManager5VLANId,AdminVLANId,CDPNeighborDeviceId,CDPNeighborIP,CDPNeighborPort,LLDPNeighborDeviceId,LLDPNeighborIP,LLDPNeighborPort,PortSpeed
38ED18FF34E0,1075083321,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348CL2,Yes,10.30.30.7,10.120.110.193,255.255.255.0,10.120.110.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS01.net.ahs.com,10.119.110.4,GigabitEthernet1/0/3,,,,"Full, 1000"
E0899DFB38A3,1075083207,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19128YXW,Yes,10.230.30.7,10.120.112.127,255.255.255.0,10.120.112.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS03.net.ahs.com,10.119.112.4,GigabitEthernet1/0/29,,,,"Full, 1000"
38ED18FF3722,1075083336,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348CUK,Yes,10.230.30.7,10.120.112.215,255.255.255.0,10.120.112.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS03.net.ahs.com,10.119.112.4,GigabitEthernet1/0/8,,,,"Full, 1000"
3820564485B8,1075084492,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19378284,Yes,10.30.30.7,10.120.112.211,255.255.255.0,10.120.112.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS03.net.ahs.com,10.119.112.4,GigabitEthernet1/0/6,,,,"Full, 1000"
E0899DFB9530,1075083213,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH191384RU,Yes,10.230.30.7,10.120.110.156,255.255.255.0,10.120.110.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS01.net.ahs.com,10.119.110.4,GigabitEthernet1/0/11,,,,"Full, 1000"
E0899DFB3507,1075083286,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19128YJA,Yes,10.230.30.7,10.120.110.213,255.255.255.0,10.120.110.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS01.net.ahs.com,10.119.110.4,GigabitEthernet1/0/17,,,,"Full, 1000"
382056445A78,1075084498,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1936A2HH,Yes,10.30.30.7,10.120.115.228,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/8,,,,"Full, 1000"
9C57AD128B4C,1075085161,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19428MPJ,Yes,10.30.30.7,10.120.115.227,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub01.voice.es.svm.com  Active,bbscuccmsub02.voice.es.svm.com  Standby,abscuccmsub03.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/18,,,,"Full, 1000"
38ED18FF340C,1075083279,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348CGY,Yes,10.230.30.7,10.120.113.87,255.255.255.0,10.120.113.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS04.net.ahs.com,10.119.113.4,GigabitEthernet1/0/42,,,,"Full, 1000"
38205645250C,1075084503,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19379BV3,Yes,10.230.30.7,10.120.116.11,255.255.255.0,10.120.116.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS07.net.ahs.com,10.119.116.4,GigabitEthernet1/0/18,,,,"Full, 1000"
3820564401A0,1075084490,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19358YDS,Yes,10.30.30.7,10.120.112.171,255.255.255.0,10.120.112.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS03.net.ahs.com,10.119.112.4,GigabitEthernet1/0/32,,,,"Full, 1000"
382056445B38,1075084495,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1936A2LB,Yes,10.30.30.7,10.120.113.133,255.255.255.0,10.120.113.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS04.net.ahs.com,10.119.113.4,GigabitEthernet1/0/6,,,,"Full, 1000"
9C57AD124F7A,1075083281,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19418CX2,Yes,10.230.30.7,10.120.114.27,255.255.255.0,10.120.114.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub01.voice.es.svm.com  Active,bbscuccmsub02.voice.es.svm.com  Standby,abscuccmsub03.voice.es.svm.com,,,,SCLAGAHS10601-AS05.net.ahs.com,10.119.114.4,GigabitEthernet1/0/26,,,,"Full, 1000"
9C57AD12596C,1075084508,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH194190AV,Yes,10.30.30.7,10.120.115.126,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/25,,,,"Full, 1000"
382056448DA4,1075084504,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1937833Y,Yes,10.30.30.7,10.120.115.117,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/41,,,,"Full, 1000"
E0899DFB384D,1075083312,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19128YWM,Yes,10.30.30.7,10.120.117.165,255.255.255.0,10.120.117.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS08.net.ahs.com,10.119.117.4,GigabitEthernet1/0/15,,,,"Full, 1000"
BCC4935083D2,1075084513,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1920863M,Yes,10.230.30.7,10.120.115.27,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/48,,,,"Full, 1000"
9C57AD128C66,1075084509,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19428MTP,Yes,10.230.30.7,10.120.124.117,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/3,,,,"Full, 1000"
38ED18FF3938,1075083240,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348D2F,Yes,10.30.30.7,10.120.115.249,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/1,,,,"Full, 1000"
3820564484FE,1075083338,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1937825D,Yes,10.230.30.7,10.120.112.202,255.255.255.0,10.120.112.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS03.net.ahs.com,10.119.112.4,GigabitEthernet1/0/45,,,,"Full, 1000"
E0899DFB5BF7,1075083220,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH191292UF,Yes,10.30.30.7,10.120.115.132,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/4,,,,"Full, 1000"
E0899DFB5A8F,1075083234,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH191292P5,Yes,10.230.30.7,10.120.119.35,255.255.255.0,10.120.119.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS10.net.ahs.com,10.119.119.4,GigabitEthernet1/0/43,,,,"Full, 1000"
9C57AD12C188,1075084506,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1942936U,Yes,10.230.30.7,10.120.115.14,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/47,,,,"Full, 1000"
E0899DFB33FF,1075083270,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19128YEE,Yes,10.30.30.7,10.120.113.31,255.255.255.0,10.120.113.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS04.net.ahs.com,10.119.113.4,GigabitEthernet1/0/31,,,,"Full, 1000"
38ED18FEBA30,1075083223,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1933A3WA,Yes,10.30.30.7,10.120.115.230,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/11,,,,"Full, 1000"
382056448A20,1075084501,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH193782QQ,Yes,10.230.30.7,10.120.119.119,255.255.255.0,10.120.119.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS10.net.ahs.com,10.119.119.4,GigabitEthernet1/0/8,,,,"Full, 1000"
38ED18FF3418,1075083236,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348CH4,Yes,10.230.30.7,10.120.121.12,255.255.255.0,10.120.121.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS12.net.ahs.com,10.119.121.4,GigabitEthernet1/0/3,,,,"Full, 1000"
9C57AD12243E,1075084510,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19398ZH7,Yes,10.230.30.7,10.120.115.15,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/44,,,,"Full, 1000"
9C57AD128B8E,1075085106,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19428MQH,Yes,10.30.30.7,10.120.120.114,255.255.255.0,10.120.120.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub01.voice.es.svm.com  Active,bbscuccmsub02.voice.es.svm.com  Standby,abscuccmsub03.voice.es.svm.com,,,,SCLAGAHS10601-AS11.net.ahs.com,10.119.120.4,GigabitEthernet1/0/1,,,,"Full, 1000"
E0899DFB59ED,1075083258,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH191292LS,Yes,10.230.30.7,10.120.118.225,255.255.255.0,10.120.118.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS09.net.ahs.com,10.119.118.4,GigabitEthernet1/0/22,,,,"Full, 1000"
38205644620A,1075084499,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1936A3C0,Yes,10.230.30.7,10.120.114.10,255.255.255.0,10.120.114.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS05.net.ahs.com,10.119.114.4,GigabitEthernet1/0/30,,,,"Full, 1000"
9C57AD12A702,1075083320,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19428RPR,Yes,10.230.30.7,10.120.121.11,255.255.255.0,10.120.121.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS12.net.ahs.com,10.119.121.4,GigabitEthernet1/0/21,,,,"Full, 1000"
5006AB09B09E,1075083283,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1948881L,Yes,10.230.30.7,10.120.117.138,255.255.255.0,10.120.117.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS08.net.ahs.com,10.119.117.4,GigabitEthernet1/0/3,,,,"Full, 1000"
A0554FDA071A,1075083214,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19138YR0,Yes,10.230.30.7,10.120.124.112,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/9,,,,"Full, 1000"
38205645ABF4,1075083324,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1938986D,Yes,10.230.30.7,10.120.121.137,255.255.255.0,10.120.121.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS12.net.ahs.com,10.119.121.4,GigabitEthernet1/0/16,,,,"Full, 1000"
38ED18FEE700,1075083322,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1933A8W2,Yes,10.230.30.7,10.120.121.25,255.255.255.0,10.120.121.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS12.net.ahs.com,10.119.121.4,GigabitEthernet1/0/8,,,,"Full, 1000"
D0C28242784E,1075084436,CP-7962G,*SCCP42.9-4-2SR3-1S*,12.0,FCH152586QQ,Yes,10.230.30.7,10.120.113.233,255.255.255.0,10.120.113.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com   Active,bbscuccmsub01.voice.es.svm.com   Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS04.net.ahs.com,10.119.113.4,GigabitEthernet1/0/27,,,,"Full, 100"
64D98968A3FC,1075084036,CP-7962G,*SCCP42.9-4-2SR3-1S*,12.0,FCH1528BA4N,Yes,10.230.30.7,10.120.115.26,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com   Active,bbscuccmsub01.voice.es.svm.com   Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/22,,,,"Full, 100"
5006AB09B608,1075083277,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19488J96,Yes,10.230.30.7,10.120.124.110,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/14,,,,"Full, 1000"
9C57AD127614,1075085162,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1942880B,Yes,10.230.30.7,10.120.124.244,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/38,,,,"Full, 1000"
38ED18FEF124,1075083309,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1933AA08,Yes,10.230.30.7,10.120.124.57,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/40,,,,"Full, 1000"
E0899DFB9D96,1075083310,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH191385PG,Yes,10.230.30.7,10.120.124.108,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/18,,,,"Full, 1000"
38ED18FEBD0C,1075083221,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1933A472,Yes,10.230.30.7,10.120.124.139,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/43,,,,"Full, 1000"
9C57AD12362C,1075083285,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19399G7U,Yes,10.230.30.7,10.120.124.14,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/17,,,,"Full, 1000"
38ED18FF3502,1075083292,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348CLK,Yes,10.230.30.7,10.120.124.228,255.255.255.0,10.120.124.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS15.net.ahs.com,10.119.124.4,GigabitEthernet1/0/1,,,,"Full, 1000"
001D70FC373B,1075085003,CP-7962G,*SCCP42.9-4-2SR3-1S*,12.0,FCH1528D1E5,Yes,10.230.30.7,10.120.114.118,255.255.255.0,10.120.114.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com   Active,bbscuccmsub01.voice.es.svm.com   Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS05.net.ahs.com,10.119.114.4,GigabitEthernet1/0/44,,,,"Full, 100"
D0C282426E5F,1075084143,CP-7962G,*SCCP42.9-4-2SR3-1S*,12.0,FCH152584HV,Yes,10.30.30.7,10.120.115.44,255.255.255.0,10.120.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com   Active,bbscuccmsub01.voice.es.svm.com   Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS06.net.ahs.com,10.119.115.4,GigabitEthernet1/0/3,,,,"Full, 100"
B07D47D2B036,1015977347,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH192490T6,Yes,10.202.3.17,10.208.137.177,255.255.255.0,10.208.137.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM421-A03-AS08.net.svm.com,10.207.137.4,GigabitEthernet1/0/43,,,,"Full, 1000"
E0899DFADC86,1075254437,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19119ERX,Yes,10.30.30.7,10.127.110.232,255.255.255.0,10.127.110.1,10.30.30.7,10.230.30.7,,ahs.com,No,,abscuccmsub03.voice.es.svm.com  Active,abscuccmsub01.voice.es.svm.com  Standby,bbscuccmsub02.voice.es.svm.com,,,,SCMEMAHS639901-AS01.net.ahs.com,10.126.110.4,GigabitEthernet1/0/8,,,,"Full, 1000"
B000B4BED5FC,1075254402,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH18538BYK,Yes,10.30.30.7,10.127.110.123,255.255.255.0,10.127.110.1,10.30.30.7,10.230.30.7,,ahs.com,No,,abscuccmsub03.voice.es.svm.com  Active,abscuccmsub01.voice.es.svm.com  Standby,bbscuccmsub02.voice.es.svm.com,,,,SCMEMAHS639901-AS01.net.ahs.com,10.126.110.4,GigabitEthernet1/0/14,,,,"Full, 1000"
9C57AD128144,1075084507,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19428LKS,Yes,10.230.30.7,10.120.119.27,255.255.255.0,10.120.119.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS10.net.ahs.com,10.119.119.4,GigabitEthernet1/0/22,,,,"Full, 1000"
38ED18FEBEF8,1075085265,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1933A4EA,Yes,10.230.30.7,10.120.127.97,255.255.255.0,10.120.127.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub03.voice.es.svm.com  Active,bbscuccmsub01.voice.es.svm.com  Standby,abscuccmsub02.voice.es.svm.com,,,,SCLAGAHS10601-AS18.net.ahs.com,10.119.127.4,GigabitEthernet1/0/33,,,,"Full, 1000"
38ED18FF3076,1075083327,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19348C3F,Yes,10.30.30.7,10.120.126.136,255.255.255.0,10.120.126.1,10.30.30.7,10.230.30.7,,ahs.com,No,,bbscuccmsub01.voice.es.svm.com  Active,bbscuccmsub02.voice.es.svm.com  Standby,abscuccmsub03.voice.es.svm.com,,,,SCLAGAHS10601-AS17.net.ahs.com,10.119.126.4,GigabitEthernet1/0/27,,,,"Full, 1000"
B07D47D36676,1015978394,CP-8851,sip88xx.11-0-1-11,V01,FCH192596RR,Yes,10.202.3.17,10.207.111.140,255.255.254.0,10.207.110.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,Depot-ImagingSW4.svm.com,10.207.110.8,GigabitEthernet1/0/30,,,,"Full, 1000"
0041D2F95456,1075257788,CP-8851,sip88xx.11-0-1-11,V01,FCH20029FPC,Yes,10.230.30.7,10.127.115.86,255.255.255.0,10.127.115.1,10.30.30.7,10.230.30.7,,ahs.com,No,,abscuccmsub03.voice.es.svm.com  Active,abscuccmsub01.voice.es.svm.com  Standby,bbscuccmsub02.voice.es.svm.com,,,,SCMEMAHS639901-AS06.net.ahs.com,10.126.115.4,GigabitEthernet1/0/34,,,,"Full, 100"
B07D47D36DC6,1015976973,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH192597K9,Yes,10.202.3.17,10.208.139.244,255.255.255.0,10.208.139.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM421-A03-AS10.net.svm.com,10.207.139.4,GigabitEthernet1/0/1,,,,"Full, 1000"
BCC49351BBBE,1075254418,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH192390MG,Yes,10.30.30.7,10.127.110.212,255.255.255.0,10.127.110.1,10.30.30.7,10.230.30.7,,ahs.com,No,,abscuccmsub03.voice.es.svm.com  Active,abscuccmsub01.voice.es.svm.com  Standby,bbscuccmsub02.voice.es.svm.com,,,,SCMEMAHS639901-AS01.net.ahs.com,10.126.110.4,GigabitEthernet1/0/16,,,,"Full, 1000"
B07D47D31574,1015978755,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19249H5H,Yes,10.202.3.17,10.208.130.248,255.255.255.0,10.208.130.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM421-A01-AS01.net.svm.com,10.207.130.4,GigabitEthernet1/0/33,,,,"Full, 1000"
